-0.240421733,-1.308206037
2.664903161,1.323348737
3.059172128,-0.713288952
0.866525341,8.191205427
2.327388267,3.730374716
-2.380376012,-1.361556433
0.498778857,5.601556012
0.626853988,6.95372763
-1.755235471,-5.391550615
-2.313213128,-1.754002677
-1.765454608,-5.418998832
-2.939719271,2.190339491
-2.565885856,-0.067534684
0.198384487,2.694397385
1.1660278,8.7529182
0.185144459,2.720498103
-2.293923019,-1.894416357
-2.34556996,-1.743255668
2.107549846,5.152843972
-1.954251417,-4.405256456
