-1.630745401,-5.957108109
0.152636646,2.55353259
0.756841049,7.404227362
-1.404333494,-6.461322509
-0.02303016,0.659014977
0.823414619,8.020088991
-2.929302239,2.229539604
-1.591695775,-6.128887037
3.06093554,-0.867832859
2.777992528,0.590766038
2.523408634,2.187089558
-1.290179013,-6.783734505
1.845482819,6.893815151
-2.461794366,-0.765657611
2.452352146,2.553502536
-1.513827433,-6.560971083
1.145483464,8.805263198
-0.924397203,-6.384282487
-0.656790134,-4.71090672
-0.159549636,-0.473626838
-2.295914933,-1.982282483
-1.066498631,-6.754105824
0.901067831,8.09135677
-1.122763101,-6.660795741
0.872186234,7.819112361
-0.384575928,-2.723267944
1.336674832,8.759178998
-0.897682218,-6.134003564
2.912442684,-0.056657653
2.458470965,2.818092536
-0.180626724,-0.638960163
-2.429554853,-1.087829838
-2.425691152,-0.766487377
-2.691567808,1.011929176
-1.29499594,-6.674712628
-0.990964481,-6.552321066
-2.947943172,2.341510395
1.477299914,8.53109042
-1.710859427,-5.546628557
-2.532855284,-0.063971476
0.109030773,2.029993643
2.691982653,1.217632652
2.24790089,4.393137185
1.29416307,8.70307354
-2.796673228,1.478248069
0.60939208,6.482632646
-0.810109444,-5.641856861
1.937104733,6.200173795
2.930184033,-0.2561722
-1.856806034,-4.84577467
-3.124846686,3.057353108
0.949237087,8.341185149
1.191163271,8.861611326
1.939082944,6.375349537
0.424257704,5.101274534
2.109937575,5.310758147
3.04544806,-0.526613203
-2.081430319,-3.396641335
-1.881352054,-4.737542369
-2.088766106,-3.369337236
-1.045462922,-6.688825497
-0.237901773,-1.346596428
2.066783614,5.528793242
-1.558600903,-6.412567864
-2.9490622,2.242994824
-1.243170658,-6.736456833
0.104192548,2.186848348
-3.11465229,3.040485299
1.779685374,7.285469436
2.616261426,1.596673669
-1.995574881,-4.066248452
-2.101427386,-3.151710839
-0.314972461,-1.7718183
3.122151481,-1.011714689
-1.126367929,-6.803981948
1.610666969,7.93998723
3.049481653,-0.739260783
-2.944778404,2.291526861
-1.129723097,-6.691014914
-1.074618088,-6.711532599
-0.546438463,-4.094950696
-1.901594126,-4.677577554
2.470279281,2.547010112
2.041758169,5.806989647
-3.048047478,2.90020124
1.922790603,6.476339018
-1.757842459,-5.387508279
-0.775639211,-5.450840528
-2.215017151,-2.234244558
0.6054854,6.185235472
0.65406037,6.761770397
-0.074653491,0.179609128
-1.979197799,-4.128217682
-1.585603497,-6.061828321
-0.937205349,-6.303955059
2.000977797,5.930354694
0.204393042,3.012923533
-2.383346387,-1.340251056
2.141791231,5.055388757
-2.55025714,-0.060765869
1.311303687,8.764307484
1.940569676,6.361130504
-1.864781628,-4.731294556
2.547086487,2.134017035
-0.790890318,-5.607285621
-2.674907631,0.701175119
-2.477747309,-0.510752839
3.076793882,-0.713577534
1.310013621,8.781603551
-1.556323129,-6.299460148
-2.43750376,-0.747331568
2.558427011,2.009105634
-1.184309086,-6.849761092
-2.749148946,1.219033045
0.157527113,2.498123402
-0.109691079,-0.03802664
1.870693813,6.641445766
0.643650861,6.52760071
2.880636565,-0.068649644
-0.665650676,-4.848310127
0.955453527,8.288908609
-0.162522786,-0.814525123
1.499158007,8.513053702
-0.147306585,-0.447305201
-0.943823951,-6.337619948
0.676256231,7.125730802
-1.902602094,-4.610714928
-0.236712795,-1.353414634
